sample,uptime_ms,elapsed_ms,elapsed_s,run,mode,x_in,y_in,heading_deg,linear_speed_ips,angular_speed_dps,battery_mv,battery_capacity_pct,missed_samples,m5_left_front_rpm,m5_left_front_target_rpm,m5_left_front_temp_c,m5_left_front_voltage_mv,m5_left_front_current_ma,m13_left_middle_rpm,m13_left_middle_target_rpm,m13_left_middle_temp_c,m13_left_middle_voltage_mv,m13_left_middle_current_ma,m12_left_back_rpm,m12_left_back_target_rpm,m12_left_back_temp_c,m12_left_back_voltage_mv,m12_left_back_current_ma,m17_right_front_rpm,m17_right_front_target_rpm,m17_right_front_temp_c,m17_right_front_voltage_mv,m17_right_front_current_ma,m14_right_middle_rpm,m14_right_middle_target_rpm,m14_right_middle_temp_c,m14_right_middle_voltage_mv,m14_right_middle_current_ma,m15_right_back_rpm,m15_right_back_target_rpm,m15_right_back_temp_c,m15_right_back_voltage_mv,m15_right_back_current_ma,m19_intake_bottom_rpm,m19_intake_bottom_target_rpm,m19_intake_bottom_temp_c,m19_intake_bottom_voltage_mv,m19_intake_bottom_current_ma,m20_intake_top_rpm,m20_intake_top_target_rpm,m20_intake_top_temp_c,m20_intake_top_voltage_mv,m20_intake_top_current_ma
154,19700,7700,7.7,SYNTHETIC_EXAMPLE,autonomous,-0.4028,2.6987,-8.06,13.6248,5.6137,12652,95,0,83.6,0,35,1670,187,83.51,0,35,1670,186,83.58,0,35,1670,186,76.67,0,35,1532,178,76.54,0,35,1532,178,76.55,0,35,1532,178,465.44,0,45,9600,924,465.44,0,45,9600,924
155,19750,7750,7.75,SYNTHETIC_EXAMPLE,autonomous,-0.4961,3.3725,-7.7,13.6043,7.2073,12649,95,0,84.46,0,35,1688,188,84.36,0,35,1688,187,84.44,0,35,1688,187,75.58,0,35,1510,176,75.44,0,35,1510,176,75.45,0,35,1510,176,462.34,0,45,9600,957,462.34,0,45,9600,957
156,19800,7800,7.8,SYNTHETIC_EXAMPLE,autonomous,-0.5846,4.0457,-7.26,13.5794,8.7925,12646,95,0,85.29,0,35,1704,189,85.18,0,35,1704,188,85.26,0,35,1704,188,74.46,0,35,1488,175,74.32,0,35,1488,175,74.33,0,35,1488,175,458.82,0,45,9600,992,458.82,0,45,9600,992
157,19850,7850,7.85,SYNTHETIC_EXAMPLE,autonomous,-0.6672,4.7181,-6.742,13.5505,10.3664,12643,95,0,86.09,0,35,1720,190,85.97,0,35,1720,189,86.06,0,35,1720,189,73.32,0,35,1465,173,73.18,0,35,1465,173,73.2,0,35,1465,173,454.89,0,45,9600,1029,454.89,0,45,9600,1029
158,19900,7900,7.9,SYNTHETIC_EXAMPLE,autonomous,-0.7432,5.3898,-6.146,13.5181,11.9258,12639,95,0,86.86,0,35,1736,190,86.73,0,35,1736,190,86.82,0,35,1736,190,72.17,0,35,1442,172,72.03,0,35,1442,172,72.06,0,35,1442,172,450.57,0,45,9600,1068,450.57,0,45,9600,1068
159,19950,7950,7.95,SYNTHETIC_EXAMPLE,autonomous,-0.8115,6.0604,-5.472,13.4827,13.4669,12636,95,0,87.6,0,35,1750,191,87.47,0,35,1750,191,87.55,0,35,1750,191,71.01,0,35,1419,170,70.87,0,35,1419,170,70.91,0,35,1419,170,445.88,0,45,9600,1107,445.88,0,45,9600,1107
160,20000,8000,8.0,SYNTHETIC_EXAMPLE,autonomous,-0.8713,6.73,-4.723,13.4451,14.9853,12632,95,0,88.31,0,35,1765,192,88.17,0,35,1765,192,88.26,0,35,1765,192,69.86,0,35,1396,169,69.72,0,35,1396,168,69.76,0,35,1396,168,440.9,0,45,9600,1145,440.9,0,45,9600,1145
161,20050,8050,8.05,SYNTHETIC_EXAMPLE,autonomous,-0.9218,7.3984,-3.899,13.406,16.4759,12629,95,0,88.99,0,35,1778,193,88.85,0,35,1778,193,88.93,0,35,1778,193,68.71,0,35,1373,167,68.57,0,35,1373,167,68.62,0,35,1373,167,435.68,0,45,9600,1181,435.68,0,45,9600,1181
162,20100,8100,8.1,SYNTHETIC_EXAMPLE,autonomous,-0.9621,8.0655,-3.003,13.366,17.933,12626,95,0,89.64,0,35,1792,194,89.51,0,35,1792,194,89.59,0,35,1792,194,67.58,0,35,1350,165,67.45,0,35,1350,165,67.49,0,35,1350,165,430.31,0,45,9600,1215,430.31,0,45,9600,1215
163,20150,8150,8.15,SYNTHETIC_EXAMPLE,autonomous,-0.9914,8.7312,-2.035,13.326,19.3502,12623,95,0,90.28,0,35,1804,195,90.14,0,35,1804,194,90.22,0,35,1804,194,66.47,0,35,1328,164,66.34,0,35,1328,163,66.39,0,35,1328,163,424.91,0,45,9600,1244,424.91,0,45,9600,1244
164,20200,8200,8.2,SYNTHETIC_EXAMPLE,autonomous,-1.0091,9.3953,-0.999,13.2868,20.7206,12621,95,0,90.88,0,35,1817,195,90.75,0,35,1817,195,90.82,0,35,1817,195,65.39,0,35,1307,162,65.27,0,35,1307,162,65.33,0,35,1307,162,419.59,0,45,9600,1268,419.59,0,45,9600,1268
165,20250,8250,8.25,SYNTHETIC_EXAMPLE,autonomous,-1.0143,10.0577,0.103,13.2492,22.0367,12620,95,0,91.46,0,35,1828,196,91.33,0,35,1828,196,91.4,0,35,1828,196,64.35,0,35,1286,160,64.25,0,35,1286,160,64.3,0,35,1286,160,414.46,0,45,9600,1286,414.46,0,45,9600,1286
166,20300,8300,8.3,SYNTHETIC_EXAMPLE,autonomous,-1.0065,10.7184,1.267,13.2141,23.2906,12619,95,0,92.02,0,35,1840,197,91.9,0,35,1840,196,91.96,0,35,1840,197,63.37,0,35,1266,159,63.27,0,35,1266,158,63.33,0,35,1266,159,409.66,0,45,9600,1297,409.66,0,45,9600,1297
167,20350,8350,8.35,SYNTHETIC_EXAMPLE,autonomous,-0.9849,11.3771,2.491,13.1822,24.4741,12619,95,0,92.55,0,35,1851,197,92.43,0,35,1851,197,92.49,0,35,1851,197,62.45,0,35,1248,157,62.36,0,35,1248,157,62.42,0,35,1248,157,405.3,0,45,9600,1300,405.3,0,45,9600,1300
168,20400,8400,8.4,SYNTHETIC_EXAMPLE,autonomous,-0.9491,12.0339,3.77,13.1545,25.579,12619,95,0,93.06,0,35,1861,198,92.95,0,35,1861,198,93.0,0,35,1861,198,61.6,0,35,1231,155,61.53,0,35,1231,155,61.58,0,35,1231,155,401.5,0,45,9600,1296,401.5,0,45,9600,1296
169,20450,8450,8.45,SYNTHETIC_EXAMPLE,autonomous,-0.8983,12.6885,5.1,13.1316,26.5972,12620,95,0,93.54,0,35,1871,198,93.44,0,35,1871,198,93.48,0,35,1871,198,60.84,0,35,1216,154,60.77,0,35,1216,154,60.83,0,35,1216,154,398.37,0,45,9600,1284,398.37,0,45,9600,1284
170,20500,8500,8.5,SYNTHETIC_EXAMPLE,autonomous,-0.8323,13.3409,6.476,13.1142,27.521,12622,95,0,94.0,0,35,1880,199,93.91,0,35,1880,199,93.94,0,35,1880,199,60.16,0,35,1203,153,60.11,0,35,1203,152,60.16,0,35,1203,153,395.98,0,45,9600,1265,395.98,0,45,9600,1265
171,20550,8550,8.55,SYNTHETIC_EXAMPLE,autonomous,-0.7504,13.9909,7.893,13.1031,28.3432,12624,95,0,94.43,0,35,1889,199,94.35,0,35,1889,199,94.37,0,35,1889,199,59.58,0,35,1191,151,59.54,0,35,1191,151,59.6,0,35,1191,151,394.39,0,45,9600,1240,394.39,0,45,9600,1240
172,20600,8600,8.6,SYNTHETIC_EXAMPLE,autonomous,-0.6522,14.6384,9.346,13.0987,29.0576,12627,95,0,94.84,0,35,1897,200,94.77,0,35,1897,200,94.78,0,35,1897,200,59.11,0,35,1182,150,59.08,0,35,1182,150,59.13,0,35,1182,150,393.65,0,45,9600,1209,393.65,0,45,9600,1209
173,20650,8650,8.65,SYNTHETIC_EXAMPLE,autonomous,-0.5375,15.2834,10.829,13.1017,29.6591,12630,95,0,95.21,0,35,1905,200,95.16,0,35,1905,200,95.16,0,35,1905,200,58.76,0,35,1175,149,58.73,0,35,1175,149,58.79,0,35,1175,149,393.74,0,45,9600,1174,393.74,0,45,9600,1174
174,20700,8700,8.7,SYNTHETIC_EXAMPLE,autonomous,-0.4059,15.9256,12.336,13.1123,30.1438,12633,95,0,95.57,0,35,1912,201,95.52,0,35,1912,201,95.52,0,35,1912,201,58.51,0,35,1170,148,58.5,0,35,1170,148,58.55,0,35,1170,148,394.67,0,45,9600,1143,394.67,0,45,9600,1143
175,20750,8750,8.75,SYNTHETIC_EXAMPLE,autonomous,-0.2571,16.5651,13.861,13.1308,30.5094,12636,95,0,95.89,0,35,1919,201,95.86,0,35,1919,201,95.85,0,35,1919,201,58.39,0,35,1168,147,58.39,0,35,1168,147,58.44,0,35,1168,147,396.39,0,50,9600,1109,396.39,0,50,9600,1109
176,20800,8800,8.8,SYNTHETIC_EXAMPLE,autonomous,-0.091,17.2016,15.399,13.1575,30.7549,12639,95,0,96.19,0,35,1925,201,96.18,0,35,1925,201,96.15,0,35,1925,201,58.39,0,35,1168,147,58.4,0,35,1168,147,58.45,0,35,1168,147,398.82,0,50,9600,1073,398.82,0,50,9600,1073
177,20850,8850,8.85,SYNTHETIC_EXAMPLE,autonomous,0.0927,17.8352,16.943,13.1923,30.8814,12642,95,0,96.47,0,35,1931,201,96.47,0,35,1931,201,96.43,0,35,1931,201,58.51,0,35,1170,148,58.54,0,35,1170,148,58.58,0,35,1170,148,401.9,0,50,9600,1037,401.9,0,50,9600,1037
178,20900,8900,8.9,SYNTHETIC_EXAMPLE,autonomous,0.2941,18.4655,18.488,13.2353,30.8912,12645,95,0,96.72,0,35,1936,202,96.73,0,35,1936,202,96.69,0,35,1936,202,58.75,0,35,1175,148,58.79,0,35,1175,149,58.83,0,35,1175,149,405.53,0,50,9600,1001,405.53,0,50,9600,1001
179,20950,8950,8.95,SYNTHETIC_EXAMPLE,autonomous,0.5132,19.0927,20.027,13.2863,30.7884,12648,95,0,96.95,0,35,1940,202,96.98,0,35,1940,202,96.93,0,35,1940,202,59.11,0,35,1183,150,59.16,0,35,1183,150,59.19,0,35,1183,150,409.59,0,50,9600,967,409.59,0,50,9600,967
180,21000,9000,9.0,SYNTHETIC_EXAMPLE,autonomous,0.7501,19.7165,21.556,13.345,30.5784,12650,95,0,97.16,0,35,1945,202,97.2,0,35,1945,202,97.14,0,35,1945,202,59.58,0,35,1192,151,59.64,0,35,1192,151,59.66,0,35,1192,151,413.98,0,50,9600,934,413.98,0,50,9600,934
181,21050,9050,9.05,SYNTHETIC_EXAMPLE,autonomous,1.0047,20.3368,23.07,13.411,30.268,12653,95,0,97.35,0,35,1949,202,97.41,0,35,1949,202,97.34,0,35,1949,202,60.15,0,35,1204,152,60.22,0,35,1204,152,60.24,0,35,1204,152,418.6,0,50,9600,903,418.6,0,50,9600,903
182,21100,9100,9.1,SYNTHETIC_EXAMPLE,autonomous,1.277,20.9536,24.563,13.4839,29.8649,12655,95,0,97.53,0,35,1952,202,97.6,0,35,1952,203,97.53,0,35,1952,202,60.82,0,35,1217,154,60.9,0,35,1217,154,60.92,0,35,1217,154,423.34,0,50,9600,875,423.34,0,50,9600,875
183,21150,9150,9.15,SYNTHETIC_EXAMPLE,autonomous,1.5668,21.5667,26.032,13.5631,29.3777,12657,95,0,97.69,0,35,1956,203,97.77,0,35,1956,203,97.69,0,35,1956,203,61.58,0,35,1232,155,61.67,0,35,1232,155,61.68,0,35,1232,155,428.1,0,50,9600,850,428.1,0,50,9600,850
184,21200,9200,9.2,SYNTHETIC_EXAMPLE,autonomous,1.874,22.176,27.472,13.648,28.8153,12658,95,0,97.84,0,35,1959,203,97.93,0,35,1959,203,97.85,0,35,1959,203,62.42,0,35,1249,157,62.52,0,35,1249,157,62.53,0,35,1249,157,432.79,0,50,9600,828,432.79,0,50,9600,828
185,21250,9250,9.25,SYNTHETIC_EXAMPLE,autonomous,2.1984,22.7815,28.882,13.7378,28.1871,12660,95,0,97.98,0,35,1962,203,98.08,0,35,1962,203,98.0,0,35,1962,203,63.33,0,35,1268,158,63.44,0,35,1268,158,63.44,0,35,1268,158,437.35,0,50,9600,809,437.35,0,50,9600,809
186,21300,9300,9.3,SYNTHETIC_EXAMPLE,autonomous,2.5397,23.383,30.257,13.8319,27.5026,12661,95,0,98.11,0,35,1964,203,98.23,0,35,1964,203,98.14,0,35,1964,203,64.3,0,35,1287,160,64.42,0,35,1287,160,64.41,0,35,1287,160,441.72,0,50,9600,793,441.72,0,50,9600,793
187,21350,9350,9.35,SYNTHETIC_EXAMPLE,autonomous,2.8977,23.9804,31.595,13.9294,26.7711,12662,95,0,98.23,0,35,1967,203,98.36,0,35,1967,203,98.27,0,35,1967,203,65.32,0,35,1308,162,65.44,0,35,1308,162,65.43,0,35,1308,162,445.85,0,50,9600,780,445.85,0,50,9600,780
188,21400,9400,9.4,SYNTHETIC_EXAMPLE,autonomous,3.272,24.5737,32.896,14.0295,26.0015,12663,95,0,98.35,0,35,1969,203,98.48,0,35,1969,203,98.39,0,35,1969,203,66.38,0,35,1329,163,66.51,0,35,1329,163,66.49,0,35,1329,163,449.7,0,50,9600,769,449.7,0,50,9600,769
189,21450,9450,9.45,SYNTHETIC_EXAMPLE,autonomous,3.6623,25.1627,34.156,14.1313,25.2022,12663,95,0,98.46,0,35,1971,203,98.6,0,35,1971,204,98.5,0,35,1971,203,67.47,0,35,1351,165,67.6,0,35,1351,165,67.57,0,35,1351,165,453.26,0,50,9600,760,453.26,0,50,9600,760
190,21500,9500,9.5,SYNTHETIC_EXAMPLE,autonomous,4.0682,25.7473,35.375,14.234,24.3813,12663,95,0,98.56,0,35,1973,203,98.7,0,35,1973,204,98.61,0,35,1973,204,68.57,0,35,1373,167,68.71,0,35,1373,167,68.68,0,35,1373,167,456.51,0,50,9600,753,456.51,0,50,9600,753
191,21550,9550,9.55,SYNTHETIC_EXAMPLE,autonomous,4.4892,26.3275,36.552,14.3367,23.5459,12663,95,0,98.65,0,35,1975,204,98.8,0,35,1975,204,98.71,0,35,1975,204,69.69,0,35,1395,168,69.83,0,35,1395,168,69.79,0,35,1395,168,459.46,0,50,9600,748,459.46,0,50,9600,748
192,21600,9600,9.6,SYNTHETIC_EXAMPLE,autonomous,4.9249,26.9031,37.687,14.4385,22.7027,12663,95,0,98.74,0,35,1976,204,98.89,0,35,1976,204,98.8,0,35,1976,204,70.81,0,35,1418,170,70.95,0,35,1418,170,70.9,0,35,1418,170,462.12,0,50,9600,744,462.12,0,50,9600,744
193,21650,9650,9.65,SYNTHETIC_EXAMPLE,autonomous,5.3748,27.4741,38.78,14.5387,21.8575,12663,95,0,98.81,0,35,1978,204,98.96,0,35,1978,204,98.88,0,35,1978,204,71.91,0,35,1440,171,72.05,0,35,1440,171,72.0,0,35,1440,171,464.48,0,50,9600,741,464.48,0,50,9600,741
194,21700,9700,9.7,SYNTHETIC_EXAMPLE,autonomous,5.8384,28.0403,39.831,14.6364,21.0155,12663,95,0,98.88,0,35,1979,204,99.03,0,35,1979,204,98.94,0,35,1979,204,73.01,0,35,1462,173,73.15,0,35,1462,173,73.09,0,35,1462,173,466.58,0,50,9600,739,466.58,0,50,9600,739
195,21750,9750,9.75,SYNTHETIC_EXAMPLE,autonomous,6.3152,28.6017,40.84,14.7308,20.181,12663,95,0,98.93,0,35,1980,204,99.07,0,35,1980,204,98.99,0,35,1980,204,74.08,0,35,1483,174,74.21,0,35,1483,174,74.15,0,35,1483,174,468.43,0,50,9600,737,468.43,0,50,9600,737
196,21800,9800,9.8,SYNTHETIC_EXAMPLE,autonomous,6.8046,29.1582,41.808,14.8212,19.3579,12663,95,0,98.96,0,35,1980,204,99.1,0,35,1980,204,99.03,0,35,1980,204,75.12,0,35,1504,175,75.25,0,35,1504,176,75.18,0,35,1504,175,470.04,0,50,9600,736,470.04,0,50,9600,736
197,21850,9850,9.85,SYNTHETIC_EXAMPLE,autonomous,7.3059,29.7097,42.735,14.9069,18.5494,12663,95,0,98.97,0,35,1980,204,99.11,0,35,1980,204,99.04,0,35,1980,204,76.12,0,35,1524,177,76.24,0,35,1524,177,76.17,0,35,1524,177,471.45,0,50,9600,736,471.45,0,50,9600,736
198,21900,9900,9.9,SYNTHETIC_EXAMPLE,autonomous,7.8187,30.2561,43.623,14.9871,17.758,12662,95,0,98.97,0,35,1980,204,99.1,0,35,1980,204,99.04,0,35,1980,204,77.08,0,35,1543,178,77.2,0,35,1543,178,77.12,0,35,1543,178,472.68,0,50,9600,735,472.68,0,50,9600,735
199,21950,9950,9.95,SYNTHETIC_EXAMPLE,autonomous,8.3424,30.7973,44.472,15.0612,16.9859,12662,95,0,98.94,0,35,1979,204,99.06,0,35,1979,204,99.01,0,35,1979,204,78.0,0,35,1561,179,78.1,0,35,1561,179,78.03,0,35,1561,179,473.74,0,50,9600,735,473.74,0,50,9600,735
200,22000,10000,10.0,SYNTHETIC_EXAMPLE,autonomous,8.8761,31.3333,45.284,15.1288,16.2346,12662,95,0,98.88,0,35,1978,204,98.99,0,35,1978,204,98.95,0,35,1978,204,78.86,0,35,1578,180,78.96,0,35,1578,180,78.88,0,35,1578,180,474.65,0,50,9600,735,474.65,0,50,9600,735
201,22050,10050,10.05,SYNTHETIC_EXAMPLE,autonomous,9.4194,31.864,46.059,15.1891,15.5055,12662,95,0,98.8,0,35,1976,204,98.9,0,35,1976,204,98.86,0,35,1976,204,79.67,0,35,1594,181,79.75,0,35,1594,181,79.68,0,35,1594,181,475.43,0,50,9600,735,475.43,0,50,9600,735
202,22100,10100,10.1,SYNTHETIC_EXAMPLE,autonomous,9.9716,32.3892,46.799,15.2419,14.7993,12662,95,0,98.68,0,35,1974,204,98.77,0,35,1974,204,98.75,0,35,1974,204,80.42,0,35,1609,181,80.49,0,35,1609,181,80.41,0,35,1609,181,476.11,0,50,9600,735,476.11,0,50,9600,735
203,22150,10150,10.15,SYNTHETIC_EXAMPLE,autonomous,10.532,32.909,47.505,15.2865,14.1167,12661,95,0,98.53,0,35,1970,204,98.61,0,35,1970,204,98.59,0,35,1970,204,81.11,0,35,1623,182,81.16,0,35,1623,182,81.09,0,35,1623,182,476.68,0,50,9600,736,476.68,0,50,9600,736
204,22200,10200,10.2,SYNTHETIC_EXAMPLE,autonomous,11.1,33.4232,48.178,15.3226,13.458,12661,95,0,98.35,0,35,1967,204,98.42,0,35,1967,204,98.41,0,35,1967,204,81.74,0,35,1635,183,81.77,0,35,1635,183,81.7,0,35,1635,182,477.18,0,50,9600,736,477.18,0,50,9600,736
205,22250,10250,10.25,SYNTHETIC_EXAMPLE,autonomous,11.6748,33.9317,48.819,15.3499,12.8233,12661,95,0,98.13,0,35,1962,203,98.18,0,35,1962,204,98.18,0,35,1962,204,82.3,0,35,1646,183,82.32,0,35,1646,183,82.25,0,35,1646,183,477.6,0,50,9600,736,477.6,0,50,9600,736
206,22300,10300,10.3,SYNTHETIC_EXAMPLE,autonomous,12.2559,34.4345,49.43,15.3682,12.2124,12661,95,0,97.87,0,35,1957,203,97.91,0,35,1957,203,97.92,0,35,1957,203,82.79,0,35,1656,183,82.79,0,35,1656,183,82.72,0,35,1656,183,477.95,0,50,9600,736,477.95,0,50,9600,736
207,22350,10350,10.35,SYNTHETIC_EXAMPLE,autonomous,12.8424,34.9316,50.011,15.377,11.6251,12661,95,0,97.57,0,35,1950,203,97.59,0,35,1950,203,97.61,0,35,1950,203,83.21,0,35,1664,184,83.2,0,35,1664,184,83.13,0,35,1664,183,478.26,0,50,9600,736,478.26,0,50,9600,736
208,22400,10400,10.4,SYNTHETIC_EXAMPLE,autonomous,13.4339,35.4228,50.564,15.3763,11.0612,12661,95,0,97.23,0,35,1943,203,97.23,0,35,1943,203,97.26,0,35,1943,203,83.56,0,35,1671,184,83.53,0,35,1671,184,83.47,0,35,1671,184,478.52,0,50,9600,736,478.52,0,50,9600,736
209,22450,10450,10.45,SYNTHETIC_EXAMPLE,autonomous,14.0295,35.9081,51.09,15.3659,10.52,12661,95,0,96.84,0,35,1935,203,96.83,0,35,1935,203,96.87,0,35,1935,203,83.84,0,35,1676,184,83.8,0,35,1676,184,83.74,0,35,1676,184,478.74,0,50,9600,736,478.74,0,50,9600,736
210,22500,10500,10.5,SYNTHETIC_EXAMPLE,autonomous,14.6287,36.3874,51.59,15.3456,10.0011,12661,95,0,96.41,0,35,1927,202,96.38,0,35,1927,202,96.43,0,35,1927,202,84.05,0,35,1680,184,83.99,0,35,1680,184,83.94,0,35,1680,184,478.93,0,50,9600,736,478.93,0,50,9600,736
211,22550,10550,10.55,SYNTHETIC_EXAMPLE,autonomous,15.2307,36.8606,52.065,15.3154,9.5038,12661,95,0,95.93,0,35,1917,202,95.89,0,35,1917,202,95.94,0,35,1917,202,84.19,0,35,1683,184,84.11,0,35,1683,183,84.07,0,35,1683,183,479.09,0,50,9600,737,479.09,0,50,9600,737
212,22600,10600,10.6,SYNTHETIC_EXAMPLE,autonomous,15.8349,37.3277,52.517,15.2753,9.0276,12661,95,0,95.4,0,35,1906,201,95.35,0,35,1906,201,95.41,0,35,1906,201,84.25,0,35,1684,183,84.16,0,35,1684,183,84.13,0,35,1684,183,479.23,0,50,9600,737,479.23,0,50,9600,737
213,22650,10650,10.65,SYNTHETIC_EXAMPLE,autonomous,16.4408,37.7887,52.945,15.2252,8.5717,12661,95,0,94.83,0,35,1895,201,94.77,0,35,1895,201,94.84,0,35,1895,201,84.24,0,35,1684,183,84.14,0,35,1684,183,84.11,0,35,1684,183,479.34,0,50,9600,737,479.34,0,50,9600,737
214,22700,10700,10.7,SYNTHETIC_EXAMPLE,autonomous,17.0475,38.2435,53.352,15.1652,8.1356,12661,95,0,94.21,0,35,1882,200,94.14,0,35,1882,200,94.21,0,35,1882,200,84.17,0,35,1682,183,84.05,0,35,1682,183,84.03,0,35,1682,183,479.44,0,50,9600,737,479.44,0,50,9600,737
215,22750,10750,10.75,SYNTHETIC_EXAMPLE,autonomous,17.6546,38.6919,53.738,15.0954,7.7184,12661,95,0,93.55,0,35,1869,199,93.46,0,35,1869,199,93.54,0,35,1869,199,84.02,0,35,1679,183,83.89,0,35,1679,183,83.88,0,35,1679,183,479.53,0,50,9600,737,479.53,0,50,9600,737
216,22800,10800,10.8,SYNTHETIC_EXAMPLE,autonomous,18.2614,39.134,54.104,15.0158,7.3194,12661,95,0,92.84,0,35,1855,199,92.74,0,35,1855,198,92.82,0,35,1855,199,83.8,0,35,1675,183,83.66,0,35,1675,183,83.66,0,35,1675,183,479.6,0,50,9600,737,479.6,0,50,9600,737
217,22850,10850,10.85,SYNTHETIC_EXAMPLE,autonomous,18.8674,39.5698,54.451,14.9266,6.9381,12661,95,0,92.08,0,35,1840,198,91.97,0,35,1840,198,92.06,0,35,1840,198,83.52,0,35,1669,183,83.37,0,35,1669,183,83.38,0,35,1669,183,479.66,0,50,9600,737,479.66,0,50,9600,737
218,22900,10900,10.9,SYNTHETIC_EXAMPLE,autonomous,19.4718,39.9991,54.78,14.828,6.5737,12661,95,0,91.27,0,35,1824,197,91.16,0,35,1824,197,91.24,0,35,1824,197,83.17,0,35,1662,183,83.01,0,35,1662,183,83.03,0,35,1662,183,479.71,0,50,9600,737,479.71,0,50,9600,737
219,22950,10950,10.95,SYNTHETIC_EXAMPLE,autonomous,20.0743,40.4219,55.091,14.72,6.2256,12661,95,0,90.42,0,35,1807,196,90.3,0,35,1807,196,90.39,0,35,1807,196,82.75,0,35,1653,183,82.59,0,35,1653,183,82.61,0,35,1653,183,479.75,0,50,9600,737,479.75,0,50,9600,737
220,23000,11000,11.0,SYNTHETIC_EXAMPLE,autonomous,20.6741,40.8382,55.386,14.6029,5.893,12661,95,0,89.53,0,35,1789,195,89.4,0,35,1789,195,89.49,0,35,1789,195,82.27,0,35,1644,183,82.11,0,35,1644,182,82.13,0,35,1644,182,479.79,0,50,9600,737,479.79,0,50,9600,737
221,23050,11050,11.05,SYNTHETIC_EXAMPLE,autonomous,21.2708,41.2479,55.664,14.477,5.5755,12661,95,0,88.59,0,35,1770,194,88.46,0,35,1770,194,88.54,0,35,1770,194,81.72,0,35,1633,182,81.56,0,35,1633,182,81.6,0,35,1633,182,479.82,0,50,9600,737,479.82,0,50,9600,737
222,23100,11100,11.1,SYNTHETIC_EXAMPLE,autonomous,21.8639,41.651,55.928,14.3424,5.2723,12661,95,0,87.6,0,35,1751,193,87.48,0,35,1751,192,87.56,0,35,1751,193,81.12,0,35,1621,182,80.96,0,35,1621,181,81.0,0,35,1621,181,479.85,0,50,9600,737,479.85,0,50,9600,737
223,23150,11150,11.15,SYNTHETIC_EXAMPLE,autonomous,22.4529,42.0475,56.177,14.1994,4.9828,12661,95,0,86.58,0,35,1730,191,86.45,0,35,1730,191,86.53,0,35,1730,191,80.46,0,35,1608,181,80.3,0,35,1608,181,80.35,0,35,1608,181,479.87,0,50,9600,737,479.87,0,50,9600,737
224,23200,11200,11.2,SYNTHETIC_EXAMPLE,autonomous,23.0372,42.4373,56.412,14.0483,4.7066,12661,95,0,85.52,0,35,1709,190,85.39,0,35,1709,190,85.46,0,35,1709,190,79.74,0,35,1593,180,79.58,0,35,1593,180,79.64,0,35,1593,180,479.89,0,50,9600,737,479.89,0,50,9600,737
225,23250,11250,11.25,SYNTHETIC_EXAMPLE,autonomous,23.6165,42.8203,56.635,13.8894,4.4431,12661,95,0,84.41,0,35,1687,189,84.29,0,35,1687,189,84.36,0,35,1687,189,78.96,0,35,1578,179,78.81,0,35,1578,179,78.87,0,35,1578,179,479.91,0,50,9600,737,479.91,0,50,9600,737
226,23300,11300,11.3,SYNTHETIC_EXAMPLE,autonomous,24.1903,43.1966,56.844,13.7229,4.1917,12662,95,0,83.27,0,35,1664,187,83.15,0,35,1664,187,83.22,0,35,1664,187,78.14,0,35,1561,179,77.99,0,35,1561,178,78.06,0,35,1561,178,479.92,0,50,9600,737,479.92,0,50,9600,737
227,23350,11350,11.35,SYNTHETIC_EXAMPLE,autonomous,24.7581,43.5661,57.042,13.5492,3.9519,12662,95,0,82.1,0,35,1641,186,81.98,0,35,1641,186,82.04,0,35,1641,186,77.26,0,35,1544,178,77.12,0,35,1544,177,77.19,0,35,1544,177,479.93,0,50,9600,737,479.93,0,50,9600,737
228,23400,11400,11.4,SYNTHETIC_EXAMPLE,autonomous,25.3195,43.9289,57.228,13.3686,3.7233,12662,95,0,80.89,0,35,1617,184,80.77,0,35,1617,184,80.83,0,35,1617,184,76.33,0,35,1525,176,76.21,0,35,1525,176,76.28,0,35,1525,176,479.94,0,50,9600,737,479.94,0,50,9600,737
229,23450,11450,11.45,SYNTHETIC_EXAMPLE,autonomous,25.8742,44.2848,57.403,13.1813,3.5055,12662,95,0,79.65,0,35,1592,183,79.54,0,35,1592,183,79.59,0,35,1592,183,75.36,0,35,1506,175,75.25,0,35,1506,175,75.32,0,35,1506,175,479.95,0,50,9600,737,479.95,0,50,9600,737
230,23500,11500,11.5,SYNTHETIC_EXAMPLE,autonomous,26.4218,44.6338,57.568,12.9877,3.2979,12663,95,0,78.37,0,35,1567,181,78.27,0,35,1567,181,78.32,0,35,1567,181,74.35,0,35,1486,174,74.24,0,35,1486,174,74.31,0,35,1486,174,479.96,0,50,9600,737,479.96,0,50,9600,737
231,23550,11550,11.55,SYNTHETIC_EXAMPLE,autonomous,26.962,44.976,57.723,12.7882,3.1001,12663,95,0,77.07,0,35,1541,179,76.98,0,35,1541,179,77.02,0,35,1541,179,73.29,0,35,1465,173,73.2,0,35,1465,173,73.27,0,35,1465,173,479.96,0,50,9600,737,479.96,0,50,9600,737
